atlas_id,sample_id,study_id,data_source,organ,subtype,grade,sample_type,annotation_confidence,qc_flag,LibraryStrategy,spots,bases,SampleName,Experiment,BioProject,BioSample,collection_date,atlas_version,Run,ReleaseDate,LoadDate,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,Study_Pubmed_id,ProjectID,Sample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,nen_class,title,summary,geo_id,n_samples,platform,pubmed_id
NETA_000309,GSE292019,GSE292019,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE292019,GSE292019,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phosphorylation of CSDE1 drives ribosome interactions with implications for cancer malignancy,"The RNA-binding protein CSDE1 is a key regulator of mRNA stability and translation in a broad spectrum of biological processes. We have previously shown that CSDE1 functions as an oncoprotein in melanoma, where it promotes invasion and metastasis, whereas it behaves as a tumour suppressor in squamous cell carcinoma, a tumor derived from keratinocytes. The reasons underlying these context-specific behaviours are unknown. To identify melanoma-specific vulnerabilities, we have compared CSDE1 protein isoforms and post-translational modifications in melanoma cells and keratinocytes, as well as in cells of different tumorigenic potential. Combining Nanopore sequencing with two-dimensional gel electrophoresis and proteomics, we identify one major CSDE1 isoform expressed in melanoma cells and patient samples and find that CSDE1 phosphorylation and interactions with ribosomes represent an early event in cellular transformation, correlating with changes in the subcellular localization of CSDE1. Our data show that CSDE1 phosphorylation promotes de novo interactions of CSDE1 with ribosomes, uncovering a specific vulnerability of melanoma cells that might be harnessed for therapeutic intervention.",GSE292019,4,24106;24973,40883018
NETA_000310,GSE292071,GSE292071,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE292071,GSE292071,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Single-cell Atlas of Schwannoma Across Genetic Backgrounds and Anatomic Locations,"Background: Schwannomas are nerve sheath tumors arising at cranial and peripheral nerves, either sporadically or in patients with a schwannomatosis-predisposition syndrome. There is limited understanding of the transcriptional heterogeneity of schwannomas across genetic backgrounds and anatomic locations. Methods: Here, we prospectively profile by single-cell full-length transcriptomics tumors from 22 patients with NF2-related schwannomatosis, non-NF2-related schwannomatosis, and sporadic schwannomas, resected from cranial and peripheral nerves. We profiled 11,373 cells, including neoplastic cells, fibroblasts, T cells, endothelial cells, myeloid cells and pericytes. Results: We characterize the intra-tumoral genetic and transcriptional heterogeneity of schwannoma, identifying six distinct transcriptional metaprograms, with gene signatures related to stress, myelin production, antigen presentation, interferon signaling, glycolysis and extracellular matrix. We demonstrate the robustness of our findings with analysis of an independent cohort. Conclusion: Overall, our atlas describes the spectrum of gene expression across schwannoma entities at the single-cell level and will serve as important resource for the community.",GSE292071,151,30173,40217315
NETA_000311,GSE292163,GSE292163,GEO,Lung,Unknown,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE292163,GSE292163,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ScRNA-seq of Small Intestine Neuroendocrine Tumors,"Here we profiled ten low-grade small intestine NET (SiNET) tumor samples as well as one mixed lung tumor by single-cell or single-nuclei RNA-seq. We find that SiNETs are largely separated into two distinct subtypes, in which the neuroendocrine cells upregulate epithelial or neuronal markers, respectively. Surprisingly, in both subtypes the neuroendocrine cells are largely non-proliferative while higher proliferation is observed in multiple non-malignant cell types. Specifically, B and plasma cells are highly proliferative in the epithelial-like SiNET subtype, potentially reflecting the outcome of high Migration Inhibitory Factor (MIF) expression in those tumors, which may constitute a relevant target. Finally, our analysis of a mixed lung neuroendocrine tumor identifies a population of putative progenitor cells that may give rise to both neuroendocrine and non-neuroendocrine (squamous) cells, potentially explaining the origin of the mixed histology. Taken together, our results provide important insights and hypotheses regarding the biology of neuroendocrine neoplasms.",GSE292163,11,24676,40699214
NETA_000312,GSE292798,GSE292798,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE292798,GSE292798,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transcriptomic signatures in peripheral CD4 + T-lymphocytes may reflect melanoma staging and immunotherapy responsiveness prior to ICI initiation,"Background and Purpose: Promoting adaptive immunity with ICIs has drastically improved melanoma prognosis, but not for all patients. Some cases relapse in the first few months, while others keep durable benefit, even after immunotherapy discontinuation. To identify cellular/molecular signatures in peripheral blood that could differentiate advanced from metastatic melanoma and predict dynamics for primary/secondary immune escape, we examined 100 consecutive patients with stage III/IV melanoma scheduled to start ICIs . Materials and Methods: At melanoma diagnosis, a multiparameter flow cytometric analysis and purification scheme using standard conjugated antibodies were performed for all individuals prior to ICI initiation. In each stage (III/IV) according to their RFS/PFS, we retrospectively selected the cases with the clearest clinical outcomes and focused our analysis on the extreme responders (n=7) and non-responders (n=7) to characterize the transcriptomes of circulating CD4+T-cells by bulk RNA-seq, Differential Expression Analysis(DEA)and Gene Ontology (GO) enrichment analysis. Based on our selected patient cohort, we examined for differentially expressed genes (DEGs) and key-pathways that appear preferentially activated in stage III vs. IV melanoma, and in long vs. short immunotherapy responders.Results: Although circulating immune-cells did not numerically differ in both sets of analysis(staging and ICI responsiveness), DEA and GO data showed that patients could be clustered separately, identifying 189vs.92 DEGs in stage IV/III and 101vs.47 DEGs in early progressors/long responders. These DEGs were functionally implicated in distinct pathways. For metastatic cases: inflammatory response (log p-value=-9.2: ADGRE5/2,CYBA,GRN,HMOX1,IRF5,ITGAM), adaptive immunity(log p-value=-7.7: CD1C,CD74,CYBB,NCF2,CTSA,S100A8/9,BCL3,FCER1G), T-cell activation(log p-value=-6.3: BCL3,CD1C,CD74,FCER1G,FGL2)and lipid metabolism/catabolism(log p-value=-2.5/-2.6: ARF3,GPX1,MVD,OCRL,PCCB,CTSA,PNPLA2,NAGLU,GBA2,ABHD4); while in early- progressors to ICIs: immune effector processing(log p-value=-13.7: BCL6,FGR,HLA-DQA1/DQB1,HLA-DRA,HLA- DRB1/DRB5,NKG7,SLC11A1,TYROBP,SPON2,HAVCR2),PD-1(log p-value=-10.2: HLA-DQA1/DQB1,HLA-DRA,HLA-DRB1/DRB5)and IFN signaling(logp-value=-8.5: HLA-DQA1/DQB1,HLA-DRA,HLA-DRB1/DRB5,NCAM1,IFITM3),positive regulation of T-cell activation(log p- value=-7.7: BCL6,HLA-DQA1/DQB1,HLA-DRA,HLA-DRB1/DRB5,SASH3,HAVCR2)and CD28 co-stimulation(log p-value=-10.3: HLA- DQA1/DQB1,HLA-DRA,HLA-DRB1/DRB5), supporting an immune-mediated behavior. Conclusions: Specific pathways and marker genes in the peripheral CD4+T-cells may predetermine melanoma staging and immunotherapy resistance.",GSE292798,24,21697,40226614
NETA_000313,GSE293189,GSE293189,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE293189,GSE293189,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Histologic variants in bladder cancer share aggressive molecular features including a CA125+ cell state and targetable TM4SF1 expression,"Histologic variant (HV) subtypes of bladder cancer are clinically aggressive tumors that are more resistant to standard therapy compared to conventional urothelial carcinoma (UC). Little is known about the transcriptional programs that account for the morphological and biological differences in HV tumors. To investigate the tumor biology of HV bladder cancers, we generated a single cell RNA sequencing (scRNA-seq) atlas of nine HV tumors and three UC tumors. Our analyses revealed a tumor cell state specific to HVs that is characterized by expression of MUC16 (CA125), KRT24, and WISP2. This CA125+ cell state bears transcriptional hallmarks of epithelial-mesenchymal transition, is enriched in metastases, is predicted to be highly chemotherapy resistant, and is linked with poor survival, suggesting that this cell state plays an important role in the aggressive biology of HV tumors. Our analyses also provide evidence of transcriptional “mimicry” between HVs and histologically similar non-urothelial cell types. Lastly, we identified higher expression of TM4SF1, a cell surface protein associated with cancer metastasis, in HV tumor cells compared to UC tumor cells. Chimeric antigen receptor (CAR) T cells engineered against TM4SF1 protein demonstrated in vitro and in vivo activity against bladder cancer cell lines in a TM4SF1 expression-dependent manner, highlighting its potential as a therapeutic target in bladder cancer.",GSE293189,67,34281,40527915
NETA_000314,GSE293413,GSE293413,GEO,Lung,Unknown,Unknown,Cell_Line,Low,FALSE,NA,NA,NA,GSE293413,GSE293413,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transcriptomic profiling of A375 and PC9 cells following knockdown of the VCX gene family,"To investigate the role of the VCX gene family in cancer cells at the transcriptomic level, we selected VCX gene family-positive A375 (melanoma) and PC9 (lung adenocarcinoma) cell lines. Stable cell lines with lentiviral shRNA targeting the conserved sequences shared by all VCX family members were generated, and cells treated with non-targeting shRNA were used as controls. Total RNA was extracted from cells at the logarithmic growth phase for RNA-seq library construction and sequencing. Differential expression genes and pathway analysis were performed to assess the transcriptomic alterations following VCX gene family knockdown. This dataset provides insights into the potential role of the VCX gene family in multiple cancer types.",GSE293413,12,24676,NA
NETA_000315,GSE293591,GSE293591,GEO,Lung,Unknown,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE293591,GSE293591,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrative Assessment of RNA-seq and IHC: Linking Tumor Biomarkers and Microenvironment,"This study aimed to assess the correlation between RNA sequencing (RNA-seq) and immunohistochemistry (IHC) in detecting key cancer biomarkers across solid tumors, and then, to establish RNA-seq thresholds that accurately reflect clinical IHC classifications. Expression levels of nine biomarkers—ESR1, PGR, AR, MKI67, ERBB2, CD274, CDX2, KRT7, and KRT20—were analyzed in 365 formalin-fixed, paraffin-embedded samples from breast, lung, gastrointestinal, and other solid carcinomas. Correlations between RNA-seq data and IHC scores were determined using Spearman’s correlation coefficients, with RNA-seq cut-offs established to distinguish positive from negative IHC scores. The results revealed strong correlations for most biomarkers, with coefficients ranging from 0.53 to 0.89. RNA-seq thresholds were confirmed across internal and external cohorts, demonstrating high diagnostic accuracy (up to 98%) and precision in identifying biomarker expression levels. The analysis also highlighted the influence of tumor microenvironment and purity, particularly in the moderate correlation 0.63 observed for PD-L1. Our study demonstrates that RNA-seq can serve as a robust complementary tool to IHC, offering objective and high-throughput biomarker assessment. The RNA-seq thresholds established provide a reliable method for determining biomarker positivity, supporting the integration of RNA-seq in clinical diagnostics to enhance precision, especially where tumor purity and microenvironment factors are significant.",GSE293591,365,24676,40753302
NETA_000316,GSE294950,GSE294950,GEO,Unknown,Atypical Carcinoid,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE294950,GSE294950,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epigenetic library screen reveals novel targets for uveal melanoma,"Uveal melanoma (UM) is the most common primary ocular cancer in adults, which metastasizes mainly to the liver in around half of the cases. The limited potency of current treatment options for metastatic UM necessitates an urgent exploration of novel therapeutic approaches to improve patient prognosis. We conducted a large epigenetic compound library screen with the currently most well characterized, focused epigenetics library available, which consists of 932 potent, cell permeable, medically active, epigenetic-directed small molecule modulators. Our screening identified two new lead compounds, which so-far have been unappreciated for UM. Romidepsin, an HDAC inhibitor with specificity for class I HDACs, was the most efficient compound in-vitro, as well as the BET inhibitor Mivebresib, which showed minimal toxicity on normal cells. RNA sequencing and pathway analysis revealed an upregulation of PRC-associated gene targets induced by HDAC inhibition, while BET inhibition appears to act through retinoic acid related pathways. Mivebresib treatment in a metastatic uveal melanoma mouse model resulted in longer survival times and reduced metastasis to the spinal cord and brain. The results of our drug screen indicate a vulnerability for HDAC and BET inhibition for UM cells. The BET inhibitor Mivebresib may be a promising candidate for future synergistic and clinical trials.",GSE294950,24,29480,NA
NETA_000317,GSE295349,GSE295349,GEO,Unknown,Atypical Carcinoid,Unknown,Unknown,Low,FALSE,NA,NA,NA,GSE295349,GSE295349,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KLF5 interacts with RUVBL1/2 to activate classical and basal lineage identities in PDAC [RNA-seq],We identify KLF5 as a lineage master regulator and a dependency in classical and basal subtypes of human PDAC. We integrate proteomic and genetic screens to reveal RUVBL1 and RUVBL2 as transcriptional coactivators of KLF5 in PDAC. We use biochemical and epigenomic methods to validate that KLF5-RUVBL1/2 complexes directly activate lineage identity genes in PDAC.,GSE295349,183,30173,41241675
NETA_000318,GSE295451,GSE295451,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE295451,GSE295451,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNA-seq of Melanoma cell lines M257, M238, 451Lu, 451LuR treated with PUFA/Fe3+ compared to untreated controls",here we assess the effect of PUFA/Fe3+ on gene expression in human melanoma cell lines in 2 time points (18 and 36 H).,GSE295451,48,24676,NA
NETA_000319,GSE295942,GSE295942,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE295942,GSE295942,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Multimodal blood based profiling reveals insights into mechanisms of immunotherapy resistance,"Many cancer patients treated with immune checkpoint blockade (ICB) do not have durable treatment responses. Circulating biomarkers have the potential to identify patients with primary resistance or early progression on therapy to alter treatment course and avoid unnecessary toxicity. Unbiased multimodal proteomic profiling in blood has been underexplored due to the previously limited scalability of multiplexing technologies or cohorts lacking time-series sampling. To address this, we performed plasma proteomic profiling of >2,900 proteins and high-dimensional mass cytometry of peripheral blood lymphocytes across serial time points in 250 metastatic melanoma patients on ICB treatment. We further obtained 92 patient-matched tumor samples, which were processed for single-cell and/or bulk RNA sequencing. Proteins upregulated post-ICB were associated with inflammatory pathways involving the activation of effector immune functions. Expression of genes corresponding to these proteins was higher in immune cells involved in recruitment and tumor reactivity. Expression of genes corresponding to plasma proteins more abundant in non-responders was highest in suppressive myeloid subsets and malignant cells. We further posit the involvement of these non-responder genes in immunosuppressive and pro-tumor interactions, which we confirmed using publicly available spatial transcriptomic data. We also found that epithelial-specific proteins in the circulation of responders post-ICB correlate with patient toxicity and likely originate from healthy tissues. Together, these data represent one of the deepest peripheral biomarker studies using paired blood and tumor samples in melanoma patients treated with ICB, and begin to elucidate the complex interplay between tumors and the systemic immune response within the host.",GSE295942,83,16791,NA
NETA_000320,GSE298160,GSE298160,GEO,Skin,Unknown,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE298160,GSE298160,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETD6 Mediates Selective Interaction and Genomic Occupancy of BRD4 and MITF in Melanoma [RNA-seq],"Aberrant transcriptional programs mediate malignant transformation of melanoma, the most aggressive form of skin cancer. The lysine methyltransferase SETD6 has been implicated in regulating transcription, cell adhesion, migration, and other processes in various cancers, however its role in melanoma remains unexplored. We recently reported that SETD6 mono-methylates the BRD4 at K99 to selectively regulate transcription of genes involved in mRNA translation. Here, we observed that BRD4 methylation at K99 by SETD6 occurs in melanoma cells. Knockout of SETD6 or a point mutation at BRD4-K99 disrupts BRD4 genomic occupancy. In addition, we show that SETD6 interacts with MITF, a master transcription factor in melanocytes and melanoma, and influences the genomic distribution of MITF. Mechanistically, we uncover a novel chromatin- localized interaction between BRD4 and MITF in melanoma. Our data suggest that BRD4 binds MITF in melanoma cells and that this interaction is dependent on both SETD6-mediated methylation of BRD4 and MITF acetylation. This chromatin complex plays a pivotal role in selective recruitment of BRD4 and MITF to different genomic loci in melanoma cells.",GSE298160,6,34281,40809945
NETA_000321,GSE298236,GSE298236,GEO,Pancreas,Pancreatic NEC,G3,Cell_Line,High,FALSE,NA,NA,NA,GSE298236,GSE298236,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Synergistic Targeting of Vemurafenib-Resistant Melanoma via Network-Guided Drug Combination and Biophysical Validation,"Vemurafenib, a selective inhibitor targeting the BRAF V600E mutation, has improved outcomes in advanced melanoma. However, resistance frequently emerges, limiting its long-term effectiveness and highlighting the need for combination therapies. This study aimed to identify synergistic drug combinations to overcome vemurafenib resistance in BRAF-mutant melanoma using an integrative computational approach. We applied a modified version of SynGeNet, which combines gene expression data with protein–protein interaction networks, to predict effective drug combinations in the vemurafenib-resistant A375 melanoma cell line. The analysis identified sorafenib and pioglitazone as the most promising candidates. Sorafenib is a multi-kinase inhibitor targeting signaling pathways involved in proliferation and angiogenesis, while pioglitazone activates PPARγ and modulates stress responses. Transcriptomic profiling of resistant cells revealed enrichment in nucleotide metabolism, protein trafficking, and corticosteroid response pathways, alongside suppression of mitotic and cell cycle processes. In vitro validation confirmed that the sorafenib/pioglitazone combination reduces cell viability with a strong synergistic effect. We further applied a novel biophysical platform integrating QCM-D and lectin–glycan interaction analysis to assess glycosylation dynamics. The combination treatment reduced the glycan viscoelastic index, suggesting a shift toward a less metastatic phenotype.",GSE298236,4,24676,NA
NETA_000322,GSE300710,GSE300710,GEO,Pancreas,Atypical Carcinoid,Unknown,Cell_Line,Medium,TRUE,NA,NA,NA,GSE300710,GSE300710,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Identification of targetable epigenetic vulnerabilities for uveal melanoma,"Uveal melanoma (UM) is the most common adult primary intraocular malignancy, with a strong predilection for hepatic metastasis, occurring in approximately 50% of cases. Metastatic UM remains highly resistant to therapy and is almost invariably fatal. The strongest genetic driver of UM metastasis is loss of function of the tumor suppressor BRCA-associated protein 1 (BAP1), which leads to widespread epigenetic dysregulation. To identify novel therapeutic strategies, we investigated whether targeting the epigenome could reveal new vulnerabilities in UM. We performed high-throughput compound screening using a curated epigenetic inhibitor library and identified BET (bromodomain and extra-terminal domain) inhibition as a particularly promising approach. While previous clinical trials with BET inhibitors for UM treatment have failed clinically, we found substantial heterogeneity in the efficacy of different BET inhibitors in UM. Notably, the BET inhibitor mivebresib (ABBV-075) significantly improved survival rates by 50% in a metastatic UM xenograft mouse model and prevented detectable metastases in the bones, spinal cord, and brain. Transcriptomic analysis revealed a strong overlap between BET inhibition and histone deacetylase (HDAC) inhibition-- an approach currently under clinical evaluation for UM treatment. BET and HDAC inhibitors reversed gene expression signatures associated with high metastatic risk and induced a neuron-like phenotype in UM cells. These findings establish BET inhibition as a potent and previously underappreciated vulnerability for metastatic UM.",GSE300710,8,29480,NA
NETA_000323,GSE301503,GSE301503,GEO,Lung,GI NET,Unknown,Primary_Tumor,Medium,TRUE,NA,NA,NA,GSE301503,GSE301503,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YAP AND TEAD ARE TRANSCRIPTIONAL REGULATORS OF NEUROENDOCRINE DIFFERENTIATION AND GROWTH IN CARCINOID CELLS [RNA-seq],"Molecular regulators of variably aggressive carcinoid tumors are unknown. Since carcinoids have low expression of Yes-associated protein (YAP), we hypothesized that low YAP expression provides a molecular advantage to carcinoids by preventing YAP from binding its partner, TEA domain transcription factor (TEAD). To test this hypothesis, we overexpressed constitutively active YAP and a TEAD-binding defective form of YAP in lung (H727) and pancreatic (BON1) carcinoid cells. We found that active YAP overexpression inhibited neuroendocrine markers, morphology, cell proliferation and anchorage-independent cell growth, while TEAD-binding defective YAP recovered these features. Through integrated ChIP-seq and RNA-seq analyses, we found that YAP-TEAD binding downregulated neuroendocrine transcription factor genes and upregulated transforming growth factor (TGFβ) and Notch genes related to cell growth. We conclude that low YAP expression permits neuroendocrine differentiation and growth in carcinoid cells by preventing YAP-TEAD binding and subsequent dysregulation of neuroendocrine transcription factors, TGFβ and Notch gene targets. These results identify unknown molecular mechanisms in carcinoid development that may apply to the broader family of neuroendocrine cancers.",GSE301503,12,24676,NA
NETA_000324,GSE301591,GSE301591,GEO,Lung,Unknown,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE301591,GSE301591,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TGF-βRII/IL-15 Immunotherapeutic complex targets exhausted CD8+ T cell subsets in lymph nodes and tumors [scRNA-Seq],"Exhausted CD8+ T cells, located within the tumor-draining lymph nodes (TDLNs) are responsible for maintaining tumor-specific responses in cancer. Here, we demonstrate that a bifunctional TGF-βRII/IL-15 protein complex (HCW9218), with TGF-β neutralization and IL-15 immunostimulatory activities, is capable of localizing to the TDLNs and tumors after subcutaneous administration, neutralizes TGF-β, expands progenitor stem-like exhausted T cells (TPEX) in TDLNs, and promotes their infiltration into tumors. Immune-checkpoint-inhibitors (ICIs) significantly enhanced the effects of HCW9218 on TPEX, and synergistically improved HCW9218 anti-tumor efficacy in melanoma and reduced spontaneous lung metastasis in breast cancer models. In a dose-escalating clinical trial in patients with chemo-refractory/relapsed solid tumors, HCW9218 monotherapy was well-tolerated, reduced serum TGF-β levels, promoted CD8+ T cell expansion in peripheral blood and CD8+ T cell infiltration in tumor biopsies. These findings provide a strong basis for using HCW9218 to enhance the efficacy of ICIs against solid tumors in the clinical setting.",GSE301591,2,24676,NA
NETA_000325,GSE302422,GSE302422,GEO,Unknown,Unknown,Unknown,Normal,Very_Low,FALSE,NA,NA,NA,GSE302422,GSE302422,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNAseq in melanoma,Compare control vs knockdown cells,GSE302422,10,20301,41136387
NETA_000326,GSE302561,GSE302561,GEO,Unknown,MiNEN,Unknown,Cell_Line,Low,FALSE,NA,NA,NA,GSE302561,GSE302561,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comprehensive transcriptomic characterization of two melanoma cell lines with acquired dual resistance to BRAF and MEK inhibitors: toward understanding and reversing therapy resistance,"To elucidate the molecular mechanisms underlying acquired resistance to dual BRAF and MEK inhibition, we performed transcriptomic profiling of two melanoma cell lines, Hs294T and WM9, rendered resistant to the combination of vemurafenib and cobimetinib.RNA-seq analysis revealed distinct resistance-associated gene expression signatures in each model, with only partial overlap, suggesting divergent adaptive responses to the same therapeutic pressure. Both resistant cell lines exhibited strong upregulation of extracellular matrix compo-nents, epithelial-mesenchymal transition (EMT) markers, and chemokine signaling genes, along with repression of melanocytic lineage markers. Inference of transcription factor and kinase activity uncovered line-specific regulatory rewiring, including activa-tion of MYOCD, SMAD3, and TP53, and suppression of immune regulators such as RFX5 and RFXANK. Network-based analysis identified key resistance hubs - IL6, FN1, COL1A1, and EGFR. WM9 cells showed broader transcriptional reprogramming and prominent engagement of inflammatory and immune-related pathways. At the same time, Hs294T resistance was marked by a more restricted program focused on stromal remodeling and impaired antigen presentation.",GSE302561,12,24676,NA
