Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,organ,nen_class,grade,subtype,data_source,title,summary,geo_id,n_samples,platform,pubmed_id,sample_type
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE207817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE207817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Single-cell transcriptomic analysis reveals increased regeneration in diseased human inner ears,Surgically procured utricles from organ donors and vestibular schwannoma patients underwent scRNAseq revealing unique transcriptional signatures among highly diverse sensory and non-sensory cells.,GSE207817,8,20301,38844821,Unknown
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas,NA,G3,Pancreatic NEC,GEO,ALKBH5 facilitates the progression of skin cutaneous melanoma through promoting ABCA1 demethylation and inhibiting autophagy in an m6A-dependent manner,"Background: N6-methyladenosine (m6A) is the most common and abundant mRNA modification, playing an essential role in biological processes and tumor development. However, the role of m6A methylation in skin cutaneous melanoma (SKCM) is not yet clear. This study analyzed the expression of m6A-related functional genes in SKCM and aimed to explore the key demethylase ALKBH5 mediated m6A modification and its potential mechanism in human SKCM. Methods: Based on public databases, the m6A-related gene expression landscape in SKCM was portrayed. MeRIP-Seq and RNA-Seq were used to recognize the downstream target of ALKBH5. In vivo and in vitro functional phenotype and rescue functional experiments were performed to explore the mechanism of the ALKBH5-ABCA1 axis in SKCM. Results: We found ALKBH5 upregulated in SKCM, associated with poor prognosis. ALKBH5 can promote melanoma cell proliferation, colony formation, migration, and invasion and inhibit autophagy in vitro, facilitating tumor growth and metastasis in vivo. We identified ABCA1, a membrane protein that assists cholesterol efflux, as a downstream target of ALKBH5-mediated m6A demethylation. Finally, our data demonstrated that ALKBH5 promoted SKCM via mediating ABCA1 downregulation by reducing ABCA1 mRNA stability in an m6A-dependent manner. Conclusion: Our findings exhibited the functional value of the key demethylase ALKBH5 mediated m6A modification in the progression of SKCM, suggesting ALKBH5 and its target ABCA1 as potential therapeutic targets in SKCM.",GSE253795,12,24676,38481816,Cell_Line
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE256136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE256136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas,NA,Unknown,PanNET,GEO,Single-cell sequencing reveals the heterogeneity of pancreatic neuroendocrine tumors under the pattern of genomic instability and histological grading,"Histological grading is the key factors affecting the prognosis of patients and instructive in guiding treatment and assessing recurrence in non-functional pancreatic neuroendocrine tumor (NF-Pan-NET). Approximately one-third of patients without copy number variation (CNV) alteration and the prognosis of these patients are better than that of patients with CNV alteration. Tumor classification based on CNV also showed significant value in evaluating prognosis. However, the difference between CNV and histological grading is unclear. Here, at single cell level, we analyzed the heterogeneity of tumor cells according to two classification criteria, genomic instability (including CNV alteration and tumor mutation burden) and histological grading. We found that the classification basis on genomic instability of the bulk tissues was better than histological grading in distinguishing tumor cells at scRNA-seq. We revealed that the activated core pathways of tumor cells were significantly different under different histological gradings and genomic instability patterns. In particular, patients with liver metastases had specific activation pathways. Deciphering the differences of the tumor microenvironment through single-cell sequencing, we found that tip cells, lymphatic endothelial cells, macrophages, CD1A+ dendritic cell, Treg, MAIT, ILC and CAFs might patriciate in the process of hepatic metastases, which will facilitate the understanding of the patterns to decode the malignant potential and of NF-Pan-NET.",GSE256136,20,24676,39310774;40623046,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE256100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE256100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Novel synthetic ecteinascidins exhibit potent anti-melanoma activity by targeting super-enhancer-driven oncogenic transcription [RNA-Seq],"Melanoma cells exhibit a dynamic capacity for transitioning through various cellular states. This intricate biological trait poses significant challenges to current therapeutics approaches, emphasizing the urgent need for innovative treatment strategies. Here, we initially demonstrated the efficacy of Lurbinectedin, a synthetic ecteinascidin derived from marine sources, against melanoma cells, irrespective of their driver mutations or phenotypic manifestations. Subsequently, we designed and evaluated two derivatives of Lurbinectedin, termed Ecubectedin and PM54(Comp IA), both of which fully recapitulate the cytotoxic effects of Lurbinectedin in vitro and might present benefits versus the original compound. These derivatives also exert a noteworthy in vivo impact on tumor growth and animal survival, inducing apoptosis in melanoma cells. Mechanistically, our investigations revealed that ecteinascidins strongly inhibit oncogenic super-enhancer-mediated gene expression by a three-pronged mechanism. Firstly, the binding to the promoters of lineage-specific master transcription factors and the disruption of their associated auto-regulatory circuits, secondly, the binding and inhibition of genes encoding ubiquitous transcription factors/coactivators, heavily enriched at oncogenic SEs, and thirdly, the direct drug-binding to these regulatory elements, seemingly hampering the assembly of transcriptional condensates, all likely work in tandem to disrupt oncogene expression. These findings underscore the potential of ecteinascidins as promising therapeutics for melanoma and potentially other transcriptionally-addicted cancers.",GSE256100,32,20301;30173,39779693,Cell_Line
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE248906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE248906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GI_Tract,NA,Unknown,Unknown,GEO,Characterisation of the melanosphere CD20 sub-population,"Background: Mutant BRAF targeted therapies remain a standard of care for the treatment of metastatic malignant melanoma (MM); however high initial response rates are tempered by the persistence of residual MM cells that eventually lead to disease recurrence and mortality. Since MM recurrence during targeted therapy can present with the simultaneous occurrence of multiple tumour nodules at the original body sites, we hypothesised the presence of an intrinsically resistant MM cell sub-population. Objectives: Identify an MM cell subpopulation that is intrinsically resistant to targeted therapy and so may be responsible for MM recurrence. Methods: Using melanoma cell lines, we define culture conditions for reproducible 3D growth of melanospheres to investigate putative cancer stem cell populations. We undertook RNA sequencing and bioinformatic analysis to characterise cell populations between adherent and non-adherent culture, and cells expressing or not expressing CD20. Furthermore, we define an in vitro assay to evaluate killing of melanoma cancer stem cells as a therapeutic test using combination therapies targeting driver mutation and CD20 marker. Results: We have described culture conditions that promote MM cells to form melanospheres with a reproducible colony forming efficiency of 0.3% to 1.3%. RNA sequencing of melanosphere versus conventional MM cell cultures (n=6), irrespective of the BRAF mutation status, showed that melanosphere formation was associated with growth and differentiation transcriptional signatures resembling MM tumours. Importantly, melanosphere formation also led to the emergence of a CD20+ MM cell subpopulation, similar to that observed in primary human MM tumours. CD20+ MM cells were resistant to BRAF inhibitor therapy, and consistent with this finding demonstrated a Forkhead box protein M1 (FOXM1) transcriptomic profile (n=6). Combining BRAF inhibitor and anti-CD20 antibody treatment led to the additional killing of previously resistant CD20+ BRAF mutant MM cells. Conclusions: In MM patients that harbour a CD20+ sub-population, combined therapy with BRAF inhibitor and anti-CD20 antibody could potentially kill residual MM cells and so prevent disease recurrence.",GSE248906,6,24676,38288865,Cell_Line
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE248785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE248785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GI_Tract,NA,Unknown,Unknown,GEO,RNA sequencing of conventional 2D and 3D cultured melanoma M14 cells,"Background: Mutant BRAF targeted therapies remain a standard of care for the treatment of metastatic malignant melanoma (MM); however high initial response rates are tempered by the persistence of residual MM cells that eventually lead to disease recurrence and mortality. Since MM recurrence during targeted therapy can present with the simultaneous occurrence of multiple tumour nodules at the original body sites, we hypothesised the presence of an intrinsically resistant MM cell sub-population. Objectives: Identify an MM cell subpopulation that is intrinsically resistant to targeted therapy and so may be responsible for MM recurrence. Methods: Using melanoma cell lines, we define culture conditions for reproducible 3D growth of melanospheres to investigate putative cancer stem cell populations. We undertook RNA sequencing and bioinformatic analysis to characterise cell populations between adherent and non-adherent culture, and cells expressing or not expressing CD20. Furthermore, we define an in vitro assay to evaluate killing of melanoma cancer stem cells as a therapeutic test using combination therapies targeting driver mutation and CD20 marker. Results: We have described culture conditions that promote MM cells to form melanospheres with a reproducible colony forming efficiency of 0.3% to 1.3%. RNA sequencing of melanosphere versus conventional MM cell cultures (n=6), irrespective of the BRAF mutation status, showed that melanosphere formation was associated with growth and differentiation transcriptional signatures resembling MM tumours. Importantly, melanosphere formation also led to the emergence of a CD20+ MM cell subpopulation, similar to that observed in primary human MM tumours. CD20+ MM cells were resistant to BRAF inhibitor therapy, and consistent with this finding demonstrated a Forkhead box protein M1 (FOXM1) transcriptomic profile (n=6). Combining BRAF inhibitor and anti-CD20 antibody treatment led to the additional killing of previously resistant CD20+ BRAF mutant MM cells. Conclusions: In MM patients that harbour a CD20+ sub-population, combined therapy with BRAF inhibitor and anti-CD20 antibody could potentially kill residual MM cells and so prevent disease recurrence.",GSE248785,6,24676,38288865,Cell_Line
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE255752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE255752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin,NA,Unknown,Unknown,GEO,A genome-wide genetic screen uncovers novel determinants of human pigmentation,"To study the differentially expressed genes in lightly and darkly pigmented human skin melanocytes, we isolated melanocytes from light and dark skin samples and performed RNA-seq using Illumina platform.",GSE255752,14,24676,37561850,Unknown
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE255299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE255299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Typical_Carcinoid,GEO,Single-Cell Identification of Melanoma Biomarkers in Circulating Tumor Cells,"The current standard for investigating tumors is surgical biopsy, which is costly, invasive, and difficult to perform serially. As an adjunct, circulating tumor cells (CTCs)—cells that have broken away from the primary tumor or metastatic sites—can be obtained from a blood draw and offer the potential for obtaining serial genetic information and serving as biomarkers. Here, we detail the potential for melanoma CTCs to serve as biomarkers and discuss a clinically viable methodology for single-cell CTC isolation and analysis that overcomes previous limitations. We explore the use of melanoma CTC biomarkers by isolating and performing single-cell RNA sequencing on CTCs from melanoma patients. We then compared transcriptional profiles of single melanoma CTCs against A375 cells and peripheral blood mononuclear cells to identify unique genes differentially regulated in circulating melanoma tumor cells. The information that can be obtained via analysis of these CTCs has significant potential in disease tracking.",GSE255299,96,18573,36230844,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE244983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE244983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Molecular patterns of resistance to immune checkpoint blockade in melanoma [scRNA-Seq],"Immune checkpoint blockade (ICB) has improved outcome for patients with metastatic melanoma but not all benefit from treatment. Several immune- and tumor intrinsic features are associated with clinical response at baseline. However, we need to further understand the molecular changes occurring during development of ICB resistance. Here, we collected biopsies from a cohort of 44 melanoma patients after progression to anti-CTLA4 or anti-PD1 monotherapy. Genetic alterations of antigen presentation and interferon gamma signaling pathways were observed in approximately 25% of ICB resistant cases. Anti-CTLA4 resistant lesions had a sustained immune response, including immune-regulatory features, as suggested by multiplex spatial and TCR clonality analyses. One anti-PD1 resistant lesion harbored a distinct immune cell niche, however, anti-PD1 resistant tumors were generally immune poor with non-expanded TCR clones. Such immune poor microenvironments were associated with melanoma cells having a de-differentiated phenotype lacking expression of MHC-I molecules. In addition, anti-PD1 resistant tumors had reduced fractions of PD1+ CD8+ T cells as compared to ICB naïve metastases. Collectively, these data show the complexity of ICB resistance and highlight differences between anti-CTLA4 and anti-PD1 resistance that may underlie differential clinical outcomes of therapy sequence and combination.",GSE244983,4,24676,38594286,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE244982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE244982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Molecular patterns of resistance to immune checkpoint blockade in melanoma [bulk RNA-Seq],"Immune checkpoint blockade (ICB) has improved outcome for patients with metastatic melanoma but not all benefit from treatment. Several immune- and tumor intrinsic features are associated with clinical response at baseline. However, we need to further understand the molecular changes occurring during development of ICB resistance. Here, we collected biopsies from a cohort of 44 melanoma patients after progression to anti-CTLA4 or anti-PD1 monotherapy. Genetic alterations of antigen presentation and interferon gamma signaling pathways were observed in approximately 25% of ICB resistant cases. Anti-CTLA4 resistant lesions had a sustained immune response, including immune-regulatory features, as suggested by multiplex spatial and TCR clonality analyses. One anti-PD1 resistant lesion harbored a distinct immune cell niche, however, anti-PD1 resistant tumors were generally immune poor with non-expanded TCR clones. Such immune poor microenvironments were associated with melanoma cells having a de-differentiated phenotype lacking expression of MHC-I molecules. In addition, anti-PD1 resistant tumors had reduced fractions of PD1+ CD8+ T cells as compared to ICB naïve metastases. Collectively, these data show the complexity of ICB resistance and highlight differences between anti-CTLA4 and anti-PD1 resistance that may underlie differential clinical outcomes of therapy sequence and combination.",GSE244982,41,18573,38594286,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE222750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE222750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Response to tumor- infiltrating lymphocyte adoptive therapy is associated with preexisting CD8+T- myeloid cell networks in melanoma [scTCRseq],"Adoptive cell therapy (ACT) using ex vivo–expanded tumor-infiltrating lymphocytes (TILs) can eliminate or shrink metastatic melanoma, but its long-term efficacy remains limited to a fraction of patients. Using longitudinal samples from 13 patients with metastatic melanoma treated with TIL-ACT in a phase 1 clinical study, we interrogated cellular states within the tumor microenvironment (TME) and their interactions. We performed bulk and single-cell RNA sequencing, whole-exome sequencing, and spatial proteomic analyses in pre- and post-ACT tumor tissues, finding that ACT responders exhibited higher basal tumor cell–intrinsic immunogenicity and mutational burden. Compared with nonresponders, CD8+ TILs exhibited increased cytotoxicity, exhaustion, and costimulation, whereas myeloid cells had increased type I interferon signaling in responders. Cell-cell interaction prediction analyses corroborated by spatial neighborhood analyses revealed that responders had rich baseline intratumoral and stromal tumor–reactive T cell networks with activated myeloid populations. Successful TIL-ACT therapy further reprogrammed the myeloid compartment and increased TIL-myeloid networks. Our systematic target discovery study identifies potential T-myeloid cell network–based biomarkers that could improve patient selection and guide the design of ACT clinical trials.",GSE222750,22,20301,38306416;38714897,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE222446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE222446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Response to tumor- infiltrating lymphocyte adoptive therapy is associated with preexisting CD8+T- myeloid cell networks in melanoma [full scRNAseq],"Adoptive cell therapy (ACT) using ex vivo–expanded tumor-infiltrating lymphocytes (TILs) can eliminate or shrink metastatic melanoma, but its long-term efficacy remains limited to a fraction of patients. Using longitudinal samples from 13 patients with metastatic melanoma treated with TIL-ACT in a phase 1 clinical study, we interrogated cellular states within the tumor microenvironment (TME) and their interactions. We performed bulk and single-cell RNA sequencing, whole-exome sequencing, and spatial proteomic analyses in pre- and post-ACT tumor tissues, finding that ACT responders exhibited higher basal tumor cell–intrinsic immunogenicity and mutational burden. Compared with nonresponders, CD8+ TILs exhibited increased cytotoxicity, exhaustion, and costimulation, whereas myeloid cells had increased type I interferon signaling in responders. Cell-cell interaction prediction analyses corroborated by spatial neighborhood analyses revealed that responders had rich baseline intratumoral and stromal tumor–reactive T cell networks with activated myeloid populations. Successful TIL-ACT therapy further reprogrammed the myeloid compartment and increased TIL-myeloid networks. Our systematic target discovery study identifies potential T-myeloid cell network–based biomarkers that could improve patient selection and guide the design of ACT clinical trials.",GSE222446,12,20301,38306416;38714897,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE221553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE221553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Response to tumor- infiltrating lymphocyte adoptive therapy is associated with preexisting CD8+T- myeloid cell networks in melanoma [CD45 scRNAseq],"Adoptive cell therapy (ACT) using ex vivo–expanded tumor-infiltrating lymphocytes (TILs) can eliminate or shrink metastatic melanoma, but its long-term efficacy remains limited to a fraction of patients. Using longitudinal samples from 13 patients with metastatic melanoma treated with TIL-ACT in a phase 1 clinical study, we interrogated cellular states within the tumor microenvironment (TME) and their interactions. We performed bulk and single-cell RNA sequencing, whole-exome sequencing, and spatial proteomic analyses in pre- and post-ACT tumor tissues, finding that ACT responders exhibited higher basal tumor cell–intrinsic immunogenicity and mutational burden. Compared with nonresponders, CD8+ TILs exhibited increased cytotoxicity, exhaustion, and costimulation, whereas myeloid cells had increased type I interferon signaling in responders. Cell-cell interaction prediction analyses corroborated by spatial neighborhood analyses revealed that responders had rich baseline intratumoral and stromal tumor–reactive T cell networks with activated myeloid populations. Successful TIL-ACT therapy further reprogrammed the myeloid compartment and increased TIL-myeloid networks. Our systematic target discovery study identifies potential T-myeloid cell network–based biomarkers that could improve patient selection and guide the design of ACT clinical trials.",GSE221553,22,20301,38306416;38714897,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE221253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE221253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Response to tumor- infiltrating lymphocyte adoptive therapy is associated with preexisting CD8+T- myeloid cell networks in melanoma [bulk RNAseq],"Adoptive cell therapy (ACT) using ex vivo–expanded tumor-infiltrating lymphocytes (TILs) can eliminate or shrink metastatic melanoma, but its long-term efficacy remains limited to a fraction of patients. Using longitudinal samples from 13 patients with metastatic melanoma treated with TIL-ACT in a phase 1 clinical study, we interrogated cellular states within the tumor microenvironment (TME) and their interactions. We performed bulk and single-cell RNA sequencing, whole-exome sequencing, and spatial proteomic analyses in pre- and post-ACT tumor tissues, finding that ACT responders exhibited higher basal tumor cell–intrinsic immunogenicity and mutational burden. Compared with nonresponders, CD8+ TILs exhibited increased cytotoxicity, exhaustion, and costimulation, whereas myeloid cells had increased type I interferon signaling in responders. Cell-cell interaction prediction analyses corroborated by spatial neighborhood analyses revealed that responders had rich baseline intratumoral and stromal tumor–reactive T cell networks with activated myeloid populations. Successful TIL-ACT therapy further reprogrammed the myeloid compartment and increased TIL-myeloid networks. Our systematic target discovery study identifies potential T-myeloid cell network–based biomarkers that could improve patient selection and guide the design of ACT clinical trials.",GSE221253,26,20301,38306416;38714897,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE246690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE246690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung,NA,Unknown,SCLC,GEO,Transcriptomic analysis of therapy-induced senescent and diapause-like cancer cells,"RNA-sequencing of proliferating, doxorubicin-induced senescent, palbociclib (CDK4/6i)-induced senescent and INK128-induced diapause-like human melanoma SK-MEL-147 cells and human NSCLC A549",GSE246690,32,21697,39476057,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE208058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE208058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,The role and function of YAP in cancer-associated fibroblasts,"To investigate how YAP activity contributes to the functional properties of cancer-associated fibroblasts (CAFs), we established YAP-deficient cancer-associated fibroblast cell line, in which YAP expression can be inducibly silenced using shRNA, for RNA-Seq compared to wildtype CAFs.",GSE208058,6,21697,38308096,Cell_Line
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE246925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE246925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas,NA,Unknown,Unknown,GEO,Statistical algorithm enabled high precision tumor biomarker discovery for circulating extracellular vesicle-based cancer liquid biopsy,"Circulating extracellular vesicles (EVs) have gained significant attention for discovering tumor biomarkers. However, isolating EVs with well-defined homogeneous populations from complex biological samples is challenging. Different methods have been found to derive different EV populations carrying different biomolecules, which significantly confound biomarker discovery for developing clinical diagnostics. Building a rigorous EV isolation and standardizing assessment platform associated with -omics is essential to overcome this challenge. We introduced a novel isolation approach using a pH-responsive peptide conjugated with NanoPom magnetic beads (ExCy) for homogeneous EV isolation. Additionally, we introduced the first statistical algorithm for EV quality assessment (ExoQuality Index, EQI), which enables multi-assay quantification to provide a consistent and accurate definition of EV purity and quality; ExoQuality’s algorithm intakes multi-assay information to deconvolute complex EV heterogeneity. We analyzed our next generation sequencing on EV RNAs from pancreatic cancer patient plasma using four isolation methods; results highlighting ExCy’s isolation and EQI assessment improved biomarker identification. We identified a novel EV tumor biomarker, ATP6V0B, validated with Quantitative PCR (qPCR) by screening a pilot cohort of 23 individuals. With random forest modeling the ATP6V0B cycling threshold, we reported an AUC of 0.91, showcasing an enabling and clinically translatable liquid biopsy approach using circulating EVs.",GSE246925,28,24676,NA,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Mechanical confinement governs phenotypic plasticity in melanoma [HMGB2OE_RNAseq],"Phenotype switching is a form of cellular plasticity in which cancer cells reversibly move between two opposite extremes - proliferative versus invasive states. While it has long been hypothesised that such switching is triggered by external cues, the identity of these cues has remained elusive. Here, we demonstrate that mechanical confinement mediates phenotype switching through chromatin remodelling. Using a zebrafish model of melanoma coupled with human samples, we profiled tumour cells at the interface between the tumour and surrounding microenvironment. Morphological analysis of these rare cells showed flattened, elliptical nuclei suggestive of mechanical confinement by nearby adjacent tissue. Spatial and single-cell transcriptomics demonstrated that the interface cells adopted a gene program of neuronal invasion, including acquisition of an acetylated tubulin cage that protects the nucleus during migration. We identified the DNA-bending protein HMGB2 as a confinement-induced mediator of the neuronal state. HMGB2 is upregulated in confined cells, and quantitative modelling revealed that confinement prolongs contact time between HMGB2 and chromatin, leading to changes in chromatin configuration that favour the neuronal phenotype. Genetic disruption of HMGB2 showed that it regulates the trade-off between proliferative and invasive states, in which confined HMGB2high tumour cells are less proliferative but more drug resistant. Our results implicate the mechanical microenvironment as a mechanism for phenotype switching in melanoma.",GSE253801,6,24676,NA,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Mechanical confinement governs phenotypic plasticity in melanoma [confined_RNAseq],"Phenotype switching is a form of cellular plasticity in which cancer cells reversibly move between two opposite extremes - proliferative versus invasive states. While it has long been hypothesised that such switching is triggered by external cues, the identity of these cues has remained elusive. Here, we demonstrate that mechanical confinement mediates phenotype switching through chromatin remodelling. Using a zebrafish model of melanoma coupled with human samples, we profiled tumour cells at the interface between the tumour and surrounding microenvironment. Morphological analysis of these rare cells showed flattened, elliptical nuclei suggestive of mechanical confinement by nearby adjacent tissue. Spatial and single-cell transcriptomics demonstrated that the interface cells adopted a gene program of neuronal invasion, including acquisition of an acetylated tubulin cage that protects the nucleus during migration. We identified the DNA-bending protein HMGB2 as a confinement-induced mediator of the neuronal state. HMGB2 is upregulated in confined cells, and quantitative modelling revealed that confinement prolongs contact time between HMGB2 and chromatin, leading to changes in chromatin configuration that favour the neuronal phenotype. Genetic disruption of HMGB2 showed that it regulates the trade-off between proliferative and invasive states, in which confined HMGB2high tumour cells are less proliferative but more drug resistant. Our results implicate the mechanical microenvironment as a mechanism for phenotype switching in melanoma.",GSE253800,6,24676,NA,Primary_Tumor
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSE253739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Unknown,GEO,Clonal differences underlie variable responses to sequential and prolonged treatment,"Cancer cells exhibit dramatic differences in gene expression at the single-cell level which can predict whether they become resistant to treatment. Treatment perpetuates this heterogeneity, resulting in a diversity of cell states among resistant clones. However, it remains unclear whether these differences lead to distinct responses when another treatment is applied or the same treatment is continued. In this study, we combined single-cell RNA-sequencing with barcoding to track resistant clones through prolonged and sequential treatments. We found that cells within the same clone have similar gene expression states after multiple rounds of treatment. Moreover, we demonstrated that individual clones have distinct and differing fates, including growth, survival, or death, when subjected to a second treatment or when the first treatment is continued. By identifying gene expression states that predict clone survival, this work provides a foundation for selecting optimal therapies that target the most aggressive resistant clones within a tumor.",GSE253739,12,18573,38401539,Primary_Tumor
